date,summary,countries,comment
2017-05,"Lebanon accused Israel of hacking the Lebanese telecoms network and sending audio and WhatsApp messages to 10,000 people claiming that Hezbollah's leader was behind the death of the group's top commander.",LB,
2017-05,An Iranian hacking group attempted to carry out an attack on a U.S. military contractor using Russian tools.,US,
2017-05,"Thousands of emails and other documents from the campaign of French president-elect Emmanuel Macron, totaling 9 gigabytes, were released shortly before the election, in an effort linked to Russia.",FR,
2017-04,"The Israeli Cyber Defense Authority announced it had defended an Iranian cyberattack campaign against 120 targets in the government, high-tech, medical, and education sectors",IL,
2017-04,Irish state-owned utility EirGrid suffered a security breach at the hands of state-sponsored hackers involving a virtual wiretap allowing access to the company's unencrypted communications.,IE,
2017-04,"The Lazarus Group, thought to be associated with North Korea, was found to be involved in a spear phishing campaign against US defense contractors",US,
2017-04,"Cybersecurity researchers revealed a growing cyber-espionage campaign originating in China and targeting construction, engineering, aerospace and telecom companies, as well as government agencies, in the U.S., Europe, and Japan.",US-JP-?,
2017-04,"The Danish Defense Intelligence Service reported that a 'foreign player,' alleged by the Danish press to be Russia espionage group, had accessed Defense Ministry email accounts in 2015 and in 2016, but was unable to retrieve classified information.",DK,
2017-04,"The Shadow Brokers, the group that claimed to have hacked the NSA in August 2016, released yet another trove of purported NSA hacking tools, including one that suggests the NSA had gained access to SWIFT messages.",US,
2017-04,"Chinese attempts to penetrate South Korean military, government and defense industry networks continued at an increasing rate since a February announcement that the THAAD missile defense system would be deployed in South Korea.",KR,
2017-03,"An intelligence report revealed a Russian operation to send malicious spear-phishing messages to more than 10,000 Twitter users in the Department of Defense. The malicious payloads delivered through these messages gave Russian hackers access to the victim's device and Twitter account.",US,
2017-03,"The U.S. Department of Justice indicted two Russian intelligence agents and two criminal hackers over the September 2014 Yahoo hack, which compromised 500 million user accounts.",>1,
2017-03,"Chinese police arrested 96 suspects charged with hacking into the servers of social media, gaming and video streaming sites, stealing personal information, and posting the information for sale on online forums.",CN,
2017-03,"Wikileaks released a trove of sophisticated CIA hacking tools dated from 2013 to 2016, claiming that the release reflected several hundred million lines of CIA-developed code.",US,
2017-02,An Iranian hacker group targeted actors associated with the U.S. defense industrial base as well as at least one human rights activist in a campaign to steal credentials and other data,US,
2017-02,"An Iranian cyber espionage campaign targeted the energy, government, and technology sectors of Saudi Arabia",SA,
2017-02,"A suspected Russian hacker breaches at least 60 universities and US government organizations using SQL injections, including HUD, NOAA, Cornell University, and NYU, among many others. This follows up a hack by the same actor against the U.S. Electoral Assistance Commission in December 2016.",US,
2017-02,Indian Central Bureau of Investigation and Army officers were targeted by a phishing campaign purportedly mounted by Pakistan.,IN,
2017-02,Hackers compromised the Singaporean military's web access system and stole the personal information of 850 people. The Ministry of Defense said it was likely the attack was state sponsored.,SG,
2017-02,"A sophisticated malware operation extracted over 600 gigabytes of data from 70 mostly Ukrainian targets in the fields of critical infrastructure, news media, and scientific research.",UA,
2017-01,"A Swedish foreign policy institute accused Russia of conducting an information warfare campaign, using fake news, false documents, and disinformation intended to weaken public support for Swedish policies.",SE,
2016-12,"Russian hackers targeted Ukraine's national power company, Ukrenergo, and shut down power to northern Kiev for over an hour.",UA,
2016-12,"The Society for Worldwide Interbank Financial Telecommunication (SWIFT) warned its customers that they remain vulnerable to attacks by 'sophisticated' hackers, having witnessed 'a meaningful number' of attacks on its customers since the Bangladesh heist in February 2016, a fifth of which had resulted in stolen funds.",BD,
2016-12,"Yahoo revealed that its systems had been intruded into in August 2013, and that the breach compromised one billion user accounts. Compromised data included usernames, email addresses, phone numbers, dates of birth, passwords, and security questions and answers. The data was posted for sale for $200,000 or best offer on underground forums.",>1,
2016-11,"An indiscriminate attack compromised systems at the San Francisco Municipal Transportation Agency (the Muni), locking operators out of computers and customers out of kiosks. As a result, the Muni offered customers free rides for two days, until administrators restored its systems without paying the demanded $73,000 ransom.",US,
2016-11,"Hackers targeted AdultFriendFinder, a dating website, compromising 412 million users and publishing their emails, passwords, member status and purchases on online criminal marketplaces.",?,
2016-11,The hard-drive-wiping 'Shamoon' virus used against Saudi Aramco in 2012 was deployed against four Saudi Arabian government agencies. The attack wiped data on thousands of computers at Saudi's General Authority of Civil Aviation and other agencies.,SA,
2016-10,"A cyber mercenary contracted by a rival firm used a botnet to disable a Liberian telecom company, rendering half the country unable to access the internet.",LR,
2016-10,Hackers grained control of a major Brazilian bank's Domain Name System addresses and seized the bank's entire online footprint for several hours.,BR,
2016-10,The U.S. Director of National Intelligence and Department of Homeland Security jointly identified Russia as responsible for hacking the Democratic National Committee and using WikiLeaks to dump emails obtained in the hack.,US,
2016-09,Japanese Defense Ministry and Self-Defense Forces (SDF) communications networks linking SDF bases and camps were compromised.,JP,
2016-09,"Yahoo revealed that it an intrusion into its network in late 2014 had given hackers access to 500 million users' usernames, email addresses, phone numbers, dates of birth, passwords, and a mix of encrypted and plaintext security questions and answers. The company's CIO claimed the attack was perpetrated by a state-sponsored actor.",>1,
2016-08,A group calling itself 'Shadow Brokers' claimed to have penetrated NSA and published a collection of NSA tools on Pastebin.,US,
2016-08,Brazilian hackers ramped up phishing attacks against tourists visiting Rio de Janeiro for the 2016 Olympics. Security researchers ranked Brazil second only to Russia in the sophistication of its financial fraud gangs.,BR,
2016-08,"A cybercriminal gang purportedly from Russia breached enterprise software company Oracle's systems, possibly to install malware on point-of-sale (POS) systems. The POS malware would then allow hackers to gain access to financial information in data breaches at major retailers.",?,
2016-08,Two Hong Kong government agencies were penetrated in an attack allegedly by China. The attack came weeks before legislative elections in Hong Kong.,HK,
2016-08,"Designs and data regarding India's Scorpene submarines were leaked from the French shipbuilder DCNS. DCNS also builds submarines for Malaysia and Chile, and recently won contracts to build submarines for Brazil and Australia.",FR,
2016-07,"Forensic evidence points to Russian intelligence agencies as responsible for the release of 20,000 emails from the Democratic National Committee.",US,
2016-07,"A series of DDOS attacks disrupted 68 Philippine government websites on July 12, the day the United Nations International Arbitration court released its decision ruling in favor of the Philippines on the West Philippine Sea territorial dispute.",PH,
2016-07,"A new strain of cyberespionage malware with a dropper designed to target specific European energy companies has been discovered. Researchers say the malware appears to be the work of a nation-state, may have originated in Eastern Europe, and its role seems to be battlespace preparation.",?,
2016-07,"A Chinese cyber espionage group targeted defense industries in Russia, Belarus, and Mongolia with APTs using phishing campaigns to exfiltrate data.",RU-BY-MN,
2016-05,Suspected Russian hackers attempted to penetrate the Turkish Prime Minister's office and the German Christian Democratic Union party. The attacks targeted personal email accounts and attempted to obtain login credentials.,TR-DE,
2016-05,"Researchers uncovered an espionage campaign originating from Iran that attacked government and business targets in multiple countries, as well as targets inside of Iran. The operation was conducted over the course of a decade.",?,
2016-05,Germany's domestic intelligence agency accused Russia of perpetrating a series of cyber attacks on the German Bundestag in 2015. The attackers made off with an undisclosed amount of data.,DE,
2016-05,"Saudi Arabian communications and defense organizations were hacked, possibly by Iran.",SA,
2016-04,U.S. Steel accused Chinese government hackers of stealing proprietary information about steel production techniques for the benefit of Chinese steel producers,US,
2016-04,"The German Christian Democratic Union, the political party of Angela Merkel, was targeted in a credential phishing attack by a Russian cyber espionage group.",DE,
2016-04,"The Philippine Commission on Elections' (COMELEC) database was breached, exposing the personal information of all 55 million registered Filipino voters, including fingerprint data, passport numbers and expiry dates, and intentions to run for office.",PH,
2016-04,"Microsoft researchers discover a highly skilled hack group that has targeted government agencies (including intelligence agencies), defense research centers and telecommunication service providers in South and Southeast Asia since 2009.",?,
2016-04,North Korean hackers stole warship blueprints from the database of a South Korean shipbuilder.,KR,
2016-03,A suspected ransomware attack crippled MedStar Health-operated hospitals in Maryland and Washington.,US,
2016-03,"North Korean hackers broke into the smartphones of a dozen South Korean officials, accessing phone conversations, text messages, and other sensitive information.",KR,
2016-03,"21st Century Oncology, a cancer care company, revealed that 2.2 million patients' personal information may have been stolen in an October 2015 hack. Hackers had access to patient names, Social Security numbers, doctor names, diagnosis and treatment information, and insurance information.",US,
2016-03,Finland's foreign ministry discovered it had been the victim of a four-year breach in their computer network.,FI,
2016-02,"The Internal Revenue Service (IRS) announced that a breach of its systems in May 2015 had compromised over 700,000 American taxpayers. The IRS suspected that a Russian tax fraud operation is responsible for the breach.",US,
2016-02,"Hackers breached the U.S. Department of Justice's database, stealing and releasing the names, phone numbers, and email addresses or 30,000 DHS and FBI employees.",US,
2016-02,"The Society for Worldwide Interbank Financial Telecommunication (SWIFT) warned its customers that they remain vulnerable to attacks by 'sophisticated' hackers, having witnessed 'a meaningful number' of attacks on its customers since the Bangladesh heist in February 2016, a fifth of which had resulted in stolen funds.",BD,
2016-01,"Austrian-based aerospace parts manufacturer FACC had $54.5 million stolen in a cyberattack. The attackers ignored FACC's intellectual property or proprietary data, and business operations were not affected.",AT,
2016-01,Israel revealed an operation by the United States and Britain to hack into Israel's surveillance drones.,IL,
2016-01,The chief of Sri Lanka's Financial Crimes Investigation Division had his private email account hacked. It is believed the attack was an attempt at embarrassment motivated by an ongoing crackdown by the department.,LK,
2016-01,Armenian diplomatic missions in 40 countries had their websites defaced by Azerbaijani hackers.,AM,
2016-01,The Czech Republic's Prime Minister had his twitter and personal email account hacked by right-wing extremists.,CZ,
2015-12,"Russian hackers coordinated attacks on several regional power distribution companies in Western Ukraine. SCADA systems and system host networks were targeted and damaged. Malware was used to probe for network vulnerabilities, establish command and control, and wipe SCADA servers to delay restoration. Attackers simultaneously launched a denial of service attack on system dispatchers to prevent customers from reporting disruptions. Approximately 225,000 Ukrainians were affected, but service was restored after 3-6 hours.",UA,
2015-12,"The Australian Bureau of Meteorology was attacked by hackers the previous year, with unnamed sources attributing the incident to China.",AU,
2015-10,"The ROK National Intelligence Service attributed hacks at the National Assembly, the Ministry of Unification, and the Blue House to North Korea's General Reconnaissance Bureau.",KR,
2015-10,A teenage hacker tricked Verizon and AOL customer service to gain access to the private email account of CIA Director John Brennan.,US,
2015-11,Iran's Revolutionary Guard hacked the email and social media accounts of a number of Obama administration officials in attacked believed to be related to the arrest of an Iranian-American businessman in Tehran.,US,
2015-11,"Spies were found to have attempted to hack into the German, French, and Japanese submarine builders bidding for a contract to build Australia's new submarine fleet.",DE-FR-JP,
2015-11,"Dutch security firm Fox-IT identified a Chinese hacking group that had launched cyberattacks against government civilian and military agencies in the United States and other industries, including corporations conducting solar cell research",US-?,
2015-09,Hackers sought access to the Dutch Safety Board and other parties involved in investigating the crash of flight MH17.,NL-?,
2015-09,Multiple Pakistani government websites were hacked by the 'Mallu Cyber Team.,PK,
2015-09,"Cybersecurity researchers uncovered a Russian hacking group called 'The Dukes' that is allegedly responsible for attacks against foreign governments and think tanks in Europe, Central Asia, and the United States over seven years.",US-?,
2015-08,"Researchers identified a phishing campaign targeting members of the Iranian diaspora, as well as at least one Western activist. The attacks were seeking two-factor authentication credentials.",?,
2015-07,The website of the Permanent Court of Arbitration in The Hague went offline in an incident that sources are connecting to hearings regarding China's claims to territory in the South China Sea. The breach was traced back to an IP address in China. The vulnerability spread malware to the devices of website visitors.,NL,
2015-07,"A spear phishing attack on the Joint Chiefs of Staff unclassified email servers resulted in the system being shut down for 11 days while cyber experts rebuilt the network, affecting the work of roughly 4,000 military and civilian personnel. Officials believe that Russia is responsible for the intrusion, which occurred sometime around July 25, although China has not been ruled out as the perpetrator.",US,
2015-07,"United Airlines revealed that its computer systems were hacked in May or early June, compromising manifest data that detailed the movements of millions of Americans. The report, citing 'several people familiar with the probe,' stated that the group behind this attack is the same group suspected of the Office of Personnel Management hack discovered in June.",US,
2015-07,"Hacking Team, an Italy-based firm accused of the unethical sale of surveillance technology worldwide, was hacked and hundreds of gigabytes of sensitive data were stolen. Confidential documents leaked by the hackers appeared to show Hacking Team's material support for authoritarian governments such as those in Sudan, Ethiopia, Morocco, and the United Arab Emirates.",IT,
2015-06,"Canada announced that it has experienced DDOS attacks against two government websites. The attacks, which took down the Canadian Security Intelligence Service (CSIS) and the general Canadian government website, Canada.ca also reportedly affected email, Internet access and IT services in the government. Anonymous has claimed responsibility, citing Canada's recently passed Anti-terrorism Act, 2015 as the reason behind the recent attack.",CA,
2015-06,Japan Pension Service (JPS) was hacked resulting in the exfiltration of personal data belonging to 1.25 million people.,JP,
2015-06,"Cybersecurity researchers identified an Iranian cyber espionage campaign that targeted over 500 organizations, most of them in the Middle East, that focused on diplomacy, defense and security, journalism & human rights, and other fields.",?,
2015-06,"The Office of Personnel Management was revealed to have been hacked twice in the last year. The first resulted in the loss of 4.1 million records and the second resulted in the loss of 21.5 million records,19.7 million of these involved background investigation records for cleared U.S. government employees.",US,
2015-06,"German media reports that hackers breached the lower house of parliament on the Bundestag network and exfiltrated data from over 20,000 accounts. German weekly Der Spiegel said that the Kremlin is the primary suspect behind the attack and that the malware involved closely resembles that used in a 2014 attack on a German data network.",DE,
2015-06,"The Chinese company Qihoo360 reports discovering 'OceanLotus,' an espionage program operating since 2012 to target marine agencies, research institutions and shipping companies.",?,
2015-06,"Media reports say that Stuxnet-like attacks were attempted against North Korea by the U.S., without success.",KP,
2015-05,Hong Kong-based undersea cable company Pacnet's business management systems were breached by a malicious software that accessed sensitive data stored on a SQL server.,HK,
2015-05,Chinese hackers exfiltrated significant amounts of customer data from United Airlines,US,
2015-05,Chinese intelligence officers infiltrated networks and exfiltrated trade secret information about turbofan engines from U.S. and European aerospace firms over the course of five years,US-?,
2015-05,"A hack of an online IRS system results in a $50 million loss, which the IRS blames on Russian hackers.",US,
2015-05,"The Yemen Cyber Army claims it breached a server belonging to the Saudi Ministry of Foreign Affairs. The hackers leaded the alleged login credentials of Saudi Officials, as well as usernames, phone numbers, and email addresses.",SA,
2015-04,"The Pentagon revealed that Russian hackers gained access to an unclassified network within the DOD, though Pentagon officials were able to block the hackers' access within 24 hours.",US,
2015-04,Hackers claiming affiliation to ISIS hacked French public television network TV5 Monde. The hackers took off the air 11 of the networks' channels and defaced TV5 Monde's website and social media accounts with pro-ISIS imagery.,FR,
2015-04,"U.S. officials report that hackers gained access to White House networks and sensitive information, such as 'real-time non-public details of the president's schedule,' through the State Department's network, which has had continued trouble in ousting attackers.",US,
2015-03,"An Iranian hacking group conducted a spear-phishing campaign against defense, IT, government, and academic targets in Europe and the Middle East.",?,
2015-03,"Canadian researchers say Chinese hackers attacked U.S. hosting site GitHub. GitHub said the attack involved 'a wide combination of attack vectors' and used new techniques to involve unsuspecting web users in the flood of traffic to the site. According to the researchers, the attack targeted pages for two GitHub users ' GreatFire (https://en.greatfire.org/) and the New York Times' Chinese mirror site ' both of which circumvent China's firewall.",US,
2015-02,"Anthem, a U.S. health insurance company, is hacked, resulting in the theft of 80 million customers' personally identifiable information. The information was taken from an unencrypted database. This may have been part of a larger campaign that included the OPM hack.",US,
2015-02,"Media reports say that Canada's Communication Security Establishment identified 'Babar' and 'EvilBunny' as malware developed for espionage purposes by the French government. Babar's primary function is to exfiltrate documents, but it can also log keystrokes, monitor a user's web history, intercept and record communications made via Skype and messenger programs.",?,
2015-01,A report issued by Germany's Federal Office for Information Security reveals a German steel mill became the second recorded victim of a cyberattack causing physical destruction. The attack disrupted control systems so severely that a blast furnace could not be properly shut down. The report did not name the steel mill or detail the severity of the damage.,DE,
2014-12,Iranian hackers attacked a major Las Vegas casino in retaliation for its owner's support for Israel.,US,
2014-12,"An Iranian cyber campaign targeted government agencies and critical infrastructure companies in the United States, Canada, Europe, the Middle East, and Asia.",US-CA-?,
2014-11,Sony Pictures Entertainment is hacked with the malware deleting data and the hackers posting online employees' personal information and unreleased films. An FBI investigation revealed North Korea to be behind the attack.,US,
2014-11, North Korean hackers attacked a British production company planning to release a television series revolving around the imprisonment of a British nuclear scientist in the DPRK. The attack caused the cancellation of the series.,GB,
2014-11,"A report by the University of Toronto finds that human rights organizations are routinely hacked by foreign intelligence services, using readily available crime ware as well as specially designed programs, with intrusion lasting for years.",?,
2014-10,"U.S. Postal Service servers are hacked, exposing employees' names, addresses, and Social Security numbers.",US,
2014-10,"The National Oceanic and Atmospheric Administration (NOAA) at the U.S. Department of Commerce is hacked, skewing the accuracy of some National Weather Service forecasts, according to NOAA.",US,
2014-10,"The Department of State reports breaches of its unclassified networks, and shut down its entire unclassified email system to repair possible damage. A month later, 'suspicious cyber activity' was noticed on a White House computer network, but the White House said that no classified networks had been breached.",US,
2014-10,"Chinese users are redirected to a false iCloud login page that monitors their activities, putting their iCloud usernames, passwords, files, and contacts at risk.",CN,
2014-10,"Ten percent of Dairy Queen outlets are hacked and customer credit card data compromised. Like the Target hack, hackers reportedly exploited a third party system to obtain access.",US,
2014-10,"A five-year cyber espionage campaign attributed to Russia exploits a zero-day vulnerability in Windows software on computers used by NATO, the EU and the Ukrainian government.",UA-?,
2014-10,Australian mining and natural resources companies and their associated legal and financial advisors attacked during sensitive business negotiations.,AU,
2014-09,Hackers targeted the industrial control systems of the pharmaceutical sector with malware. Researchers stated the purpose of the attack was to achieve intellectual property theft.,?,
2014-09,"A false Occupy Central smartphone app with audio recording capabilities, likely of Chinese origin, targets Hong Kong protestors and accesses users' locations, call and message logs, and browser histories.",HK,
2014-09,"Using fraudulently obtained certificate, cyber criminals obtain access to 300 government and company websites in Germany, Austria and Switzerland in a multiyear operation.",DE-AT-CH,
2014-09,Home Depot reports a server breach affecting 56 million debits cards in the U.S. and Canada.,US-CA,
2014-08,Community Health Systems disclosed that suspected Chinese hackers infiltrated its network and stole personal information from 4.5 million patients,US,
2014-08,The contractor responsible for security clearances at DHS has their networks hacked and employee personal information is compromised. This was one of the first steps in the 2015 OPM hack.,US,
2014-07,"Hackers in Eastern Europe breached energy sectors in the U.S., Spain, France, Italy, Germany, Turkey, and Poland in a major cyberespionage campaign.",US-ES-FR-IT-DE-TR-PL,
2014-07,U.S. Office of Personnel Management networks that contain information on thousands of applicants for top secret clearances are breached.,US,
2014-07,"Canada's Foreign Minister asks his Chinese counterpart about PLA cyber espionage against the National Research Council, Canada' leading technology research agency.",CA,
2014-06,CrowdStrike reported that Unit 61398 had targeted U.S. corporations in the satellite industry,US,
2014-05,"Alleged Chinese hackers posed as C-Suite executives in a spear phishing campaign to access the network of Alcoa. The hackers stole 2,907 emails and 863 attachments.",US,
2014-05,"Chinese military hackers targeted six American companies in the power, metals, and solar production industries and stole trade secret information. The U.S. Department of Justice indicted them and identified them as members of the People's Liberation Army Unit 61398",US,
2014-04,An Iranian hacking group conducted a campaign of espionage attacks against the U.S. industrial base and also targets inside Iran.,US-IR,
2014-03,"Indian Army and DRDO computers (Defense Research and Development Organization) were hacked, and the Indian government warned that the spyware could read the files of computers not even connected to internet.",IN,
2014-03,"The OPM contractor responsible for U.S. security clearance background investigations is breached, allegedly by Chinese hackers.",US,
2014-03,"Cybercriminals steal 40 million credit card numbers from Target, with an additional 70 million accounts compromised.",US,
2014-01,Hackers targeted 28 embassies in Tehran using emails about the Syrian conflict that contained a new data-mining malware.,IR,
2013-11,Finland's Foreign Minister reports that hackers breached Finland's diplomatic communications for several.,FI,
2013-10,"Federal prosecutors announce Vietnamese cyber criminals obtained as many as 200 million personal records, including Social Security numbers, credit card data, and bank account information.",US,
2013-10,"Press reports based on Snowden leaks reveal NSA hacked into German Chancellor Merkel's mobile phone, one of a larger series of leaks on NSA activities.",DE,
2013-09,The U.S. Navy says that Iran hacked into unclassified networks.,US,
2013-09,"Chinese hackers used malware, known as 'Sykipot', to target entities in the U.S. Defense Industries and companies in key industries such as: telecommunications, computer hardware, government contractors, and aerospace. In mid-2013 they targeted the U.S. civil aviation sector.",US,
2013-09,"Chinese hackers targeted three U.S. organizations, including a large American oil and gas corporation",US,
2013-09,"North Korea again hacks South Korean targets, including think tanks, the South Korean Ministry of Defense, and Koreans defense industry firms.",KR,
2013-08,The Syrian Electronic Army hijacks and reroutes major Western social media and media sites to a malicious hosting site in Russia.,?,
2013-08,A massive DDOS takes down China's .cn country code top level domain for several hours.,CN,
2013-06,PLA hackers infiltrated the computer networks of the U.S. Transportation Command and stole sensitive military information,US,
2013-06,The FBI charged five Ukrainian and Russian hackers with stealing over 160 million credit card numbers and causing hundreds of millions in losses.,US,
2013-06,The U.S. and Russia sign a bilateral agreement that establishes a hotline and other confidence building measures.,IGNORE,
2013-06,"Edward Snowden, a former systems administrator at the NSA, reveals documents showing among other things that the US conducted cyber espionage against Chinese targets.",CN,
2013-05,An alleged Chinese hacker steals the blueprints for the Australian Security Intelligence Organization's new $631 million building.,AU,
2013-05,Israeli officials report a failed attempt by the Syrian Electronic Army to compromise water supply to the city of Haifa.,IL,
2013-05,"DHS reports that the U.S. electrical grid is constantly being probed by multiple actors, including Iran.",US,
2013-05,"India is believed to have used a zero-day exploit to penetrate Pakistani mining, automotive, legal, engineering, food service, military, and banks.",PK,
2013-05,"The Syrian Electronic Army claims to have breached the Saudi Arabian Ministry of Defense email system, and leaked several confidential emails.",SA,
2013-05,"Over the course of the month, unknown hackers breached major automotive parts suppliers in North American and Europe.",?,
2013-05,"Anonymous' Saudi branch launches OpSaudi and takes down government web sites, including the Ministry of Foreign Affairs, Ministry of Finance, and the General Intelligence Presidency via DDos attack.",SA,
2013-05,"The U.S. identified a gang of eight hackers who extracted $45 million from banks in the UAE and Oman. The attacks eliminated the withdrawal limits on prepaid debit cards, permitting the hackers to withdraw massive amounts.",AE-OM,
2013-05,An unknown attacker utilized a DDoS attack to bring down the website of the Iranian Basij military branch (basij.ir).,IR,
2013-05,"Chinese hackers compromise the U.S. Department of Labor and at least nine other agencies, including the Agency for International Development and the Army Corps of Engineers' National Inventory of Dams.",US,
2013-04,"A Russian internet security firm announced that they discovered malware on millions of android mobile devices, primarily in Russia and Russian speaking countries.",RU,
2013-03,"The Syrian Electronic Army, a pro-Assad hacktivist group, hacked into major Western media organizations as part of a propaganda campaign.",?,
2013-03,"Beginning in 2012, Chinese hackers targeted civilian and military maritime operations within the South China Sea, in addition to U.S. companies involved in maritime satellite systems, aerospace companies and defense contractors",US-?,
2013-03,"The Indian Defence Research Organization was hacked, with thousands of documents uploaded to a server with an IP address in Guangdong, China.",IN,
2013-03,North Korea blames the United States and South Korea for a series of attacks that severely restricted Internet access in the country.,KP,
2013-03,South Korean television networks and banks were attacked with malware (designed to evade popular South Korean anti-virus software) thought to have originated in North Korea.,KR,
2013-02,"DHS says that between December 2011 and June 2012, cyber criminals targeted 23 gas pipeline companies and stole information that could be used for sabotage purposes. Forensic data suggests the probes originated in China.",US,
2013-02,Der Spiegel reveals that EADS and German steelmaker ThyssenKrupp recorded major attacks by Chinese hackers in 2012.,DE,
2013-01,"The New York Times, Wall Street Journal, Washington Post, and Bloomberg News experience persistent cyberattacks, presumed to originate in China.",US,
2013-01,"The Japanese Ministry of Foreign Affairs (MOFA discovers it has been hacked and has lost 'at least' twenty documents, including highly classified documents.",JP,
2013-01,"Iran's Izz ad-Din al-Qassam claims responsibility for another series of distributed denial-of-service attacks against US Bank websites, as part of Operation Ababil phase two.",US,
2013-01,"A Defense Science Board report found that Chinese hackers stole U.S. weapons systems designs including for the PAC-3, THAAD, Aegis, F/A-18 fighter jet, V-22 Osprey, Black Hawk, and Littoral Combat Ship",US,
2012-12,Al-Qaida websites are taken offline for two weeks.,?,
2012-12,Two power plants in the U.S. were infected through unprotected USB drives.,US,
2012-10,"A Russian cybersecurity firm found a virus used against embassies, research firms, military installations, energy providers, and critical infrastructure in Eastern Europe, Russia, and Central Asia.",RU-?,
2012-09,"Izz ad-Din al-Qassam, a hacker group linked to Iran, launched 'Operation Ababil' targeting bank websites for sustained denial-of-service attacks. Targets include Bank of America, New York Stock Exchange, Chase Bank, Capital One, SunTrust, and Regions Bank.",US,
2012-09,"Chinese hackers infiltrated Telvent Canada, an industrial automation company, and stole data related to SCADA systems throughout North America",CA,
2012-08,"A group called 'Cutting Sword of Justice' linked to Iran claimed it has used the 'Shamoon' virus to attack Aramco, a major Saudi oil supplier, deleting data on 30,000 computers and infecting (without causing damage) control systems. The attack also affected the Qatari company RasGas, a major LNG supplier.",SA-QA,
2012-08,"Malware nicknamed 'Gauss,' infected 2,500 systems worldwide. Gauss appears  to have been aimed at Lebanese banks, and contains code whose encryption has not yet been broken.",LB-?,
2012-07,"Regarded as the largest attack on Indian government networks, over 10,000 email addresses of top Indian government officials were hacked, including officials in the Prime Minister's Office, Defense, External Affairs, Home, and Finance ministries, as well as intelligence agencies.  India blames the attack on state actors.",IN,
2012-07,NSA Director General Keith Alexander said that there had been a 17-fold increase in cyber incident at American infrastructure companies between 2009 and 2011.,US,
2012-07,"Indian naval officials confirmed that a virus had collected data from sensitive computer systems at the country's Eastern Naval Command headquarters and sent the data to Chinese IP addresses. The virus allegedly entered the Navy's network via infected USB drives, which were used to transfer data from standalone computers holding sensitive files to networked systems.",IN,
2012-07,"A Trojan nicknamed 'Mahdi' found gathering data from approximately 800 critical infrastructure engineering firms, government agencies, financial houses, and academia throughout the Middle East and beyond, predominantly in Israel and Iran. The virus contains Persian language strings.",IL-IR-?,
2012-06,The head of the UK Security Service stated that a London-listed company lost an estimated '800m ($1.2 billion) as a result of state cyberattacks.,GB,
2012-06,A global fraud campaign using automated versions of SpyEye and Zeus Trojans targeted high-value personal and corporate accounts and bypassed two-factor authentication.,>1,
2012-06,A phishing campaign targets the U.S. aerospace industry experts attending the 2013 IEEE Aerospace Conference.,US,
2012-06,"PLA Unit 61398 attacked Digital Bond, a SCADA security company with a spear phishing attack",US,
2012-06,"DHS reported that between December 2011 and June 2012, hackers targeted 23 gas pipeline companies and stole information that could be used for sabotage purposes.  Forensic data suggests the probes originated in China",US,
2012-05,"Researchers at the University of Toronto report that versions of the installer for the proxy tool Simurgh, which anonymizes net use and is popular in countries such as Iran and Syria to circumvent government internet controls, also installs a keylogger Trojan which sends the user name, keystrokes, and program use to another site.",IR-SY,
2012-05,"An espionage toolkit named 'Flame' is discovered in computers in the Iranian Oil Ministry, as well as in other Middle Eastern countries, including Israel, Syria, and Sudan, and other nations around the world.",IR-IL-SY-SD,
2012-05,UK officials told the press that there had been a small number of successful perpetrations of classified MOD networks.,GB,
2012-04,"A hack of Japan's Ministry of Agriculture, Forestry, and Fisheries resulted in more than 3,000 documents exfiltrated to a foreign destination, including 20 classified documents on negotiations on the Trans-Pacific Partnership (a broad free-trade agreement). According to press reports, the hackers searched Ministry computers for TPP documents, transferred all that were found to a single computer, and then compressed them to make them easier to send.",JP,
2012-04,"Iran was forced to disconnect key oil facilities after a cyberattack against internal computer systems. The malware was found inside the control systems of Kharg Island ' Iran's main oil exporting terminal. Equipment at Kharg Island and at other Iranian oil plants was disconnected from the internet as a precaution. Iran reported that oil production was not affected, but the websites of the Iranian oil ministry and national oil company were forced offline and data about users of the sites was taken as a result of the attack.",IR,
2012-03,"The U.S. Department of Homeland Security issued amber alerts warning of a cyber- intrusion campaign on U.S. gas pipelines, dating back to December 2011. Press reports indicated that Industrial Control Systems Cyber Emergency Response Team (ICS-CERT) described the attack as a sophisticated spear phishing campaign emanating from a single source.",US,
2012-03,India's Minister for Communications and Information Technology revealed in a written reply to a Parliamentary question that 112 government websites had been compromised from December 2011 to February 2012. Most of the incidents involved website defacement and many of the hacks appeared to originate in Pakistan.,IN,
2012-03,"The BBC reported a sophisticated cyber-attack"" in an effort to disrupt the BBC Persian Language Service. The attack coincided with efforts to jam two BBC satellite feeds to Iran. The BBC's Director General blamed Iran for the incident.""",GB,
2012-03,"NASA's Inspector General reported that 13 APT attacks successfully compromised NASA computers in 2011.  In one attack, intruders stole 150 user credentials that could be used to gain unauthorized access to NASA systems. Another attack at the Joint Propulsion Laboratory involving China-based IP let the intruders gain full access to key JPL systems and sensitive user accounts.",US,
2012-03,"Trend Micro uncovered a Chinese cyber campaign, dubbed 'Luckycat' that targeted U.S.-based activists and organizations, Indian and Japanese military research, as well as Tibetan activists",US-IN-JP,
2012-02,Media reports say that Chinese hackers stole classified information about the technologies onboard F-35 Joint Strike Fighters.,US,
